Name1,Manufacturer,Model,Model_Year,Transmission,KM_Done,Price,Time
Toyota Yaris 2017,Toyota ,Yaris ,2017,Automatic,"75,000",35000," Mar 09, 2021"
Chevrolet Cruze  1.6L 2013,Chevrolet ,Cruze ,2013,Automatic,"112,600",21000," Mar 09, 2021"
Peugeot 3008  1.6L Crossover 2012,Peugeot ,,2012,Automatic,"102,000",22000," Mar 09, 2021"
Maserati Quattroporte  3.8T V8 GTS GranLusso 2015,Maserati ,Quattroporte ,2015,Automatic,"56,000",180000," Mar 09, 2021"
Kia Cerato Hatchback 2020,Kia ,Cerato ,2020,NA,"13,000",70000," Mar 09, 2021"
Bentley Bentayga  6.0L W12 2017,Bentley ,Bentayga ,2017,Automatic,"77,000",550000," Mar 09, 2021"
Hyundai Elantra  1.6L 2005,Hyundai ,Elantra ,2005,Automatic,"400,000",11000," Mar 09, 2021"
Toyota Land Cruiser Prado  4.0L V6 TXL1 2019,Toyota ,Land ,2019,Automatic,"22,000",145000," Mar 09, 2021"
Nissan Sentra  1.6L S 2015,Nissan ,Sentra ,2015,Automatic,"120,000",26000," Mar 09, 2021"
Renault Duster   PE 2015,Renault ,Duster ,2015,Manual,"210,000",20000," Mar 09, 2021"
Lexus LX 570 2020,Lexus ,LX ,2020,Automatic,"12,903",195000," Mar 09, 2021"
Toyota Fortuner  2.7L 2015,Toyota ,Fortuner ,2015,Automatic,"275,000",54000," Mar 09, 2021"
Toyota Fortuner  2.7L 2009,Toyota ,Fortuner ,2009,Automatic,"225,000",32000," Mar 09, 2021"
Toyota Land Cruiser Prado  2.7L TX 2012,Toyota ,Land ,2012,Automatic,"248,000",65000," Mar 09, 2021"
Chevrolet Cruze  1.6L 2015,Chevrolet ,Cruze ,2015,Manual,"135,000",19000," Mar 09, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Lincoln Navigator  3.5 EL 2005,Lincoln ,Navigator ,2005,Automatic,"300,000",15000," Mar 09, 2021"
Honda Accord  3.5L V6 EX 2006,Honda ,Accord ,2006,Automatic,"260,000",14000," Mar 09, 2021"
Chevrolet Cruze  1.6L 2012,Chevrolet ,Cruze ,2012,Manual,"170,000",13000," Mar 09, 2021"
Kia Rio  4 Door Sedan 1.4L 2014,Kia ,Rio ,2014,Automatic,"290,000",13500," Mar 09, 2021"
Dodge Challenger  3.6L SXT 2016,Dodge ,Challenger ,2016,Automatic,"153,000",73000," Mar 09, 2021"
Dodge Durango   Express 3.6L 2016,Dodge ,Durango ,2016,Automatic,"160,000",62000," Mar 09, 2021"
Nissan Tiida  1.6 S 2011,Nissan ,Tiida ,2011,Automatic,"128,000",15000," Mar 09, 2021"
Mazda CX-9  2.5T LTD (AWD) 2019,Mazda ,,2019,Automatic,"67,000",118000," Mar 08, 2021"
Hyundai Elantra  1.6L 2012,Hyundai ,Elantra ,2012,Automatic,"145,000",17000," Mar 08, 2021"
Kia Carens  1.6 EX 2008,Kia ,Carens ,2008,Automatic,"189,000",17000," Mar 08, 2021"
Hyundai Creta  1.6L Basic 2020,Hyundai ,Creta ,2020,Automatic,"16,300",55000," Mar 08, 2021"
Honda Accord  1.5T EX 2006,Honda ,Accord ,2006,Automatic,"260,000",14000," Mar 08, 2021"
Nissan Sunny  1.6L SL 2012,Nissan ,Sunny ,2012,CVT,"246,000",20000," Mar 08, 2021"
Ford Focus  1.6L 2014,Ford ,Focus ,2014,Automatic,"197,000",16000," Mar 08, 2021"
Kia Cadenza  3.5L Top 2015,Kia ,Cadenza ,2015,Automatic,"198,000",55000," Mar 08, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Toyota Camry  2.5L GLX 2007,Toyota ,Camry ,2007,Automatic,"182,000",18000," Mar 08, 2021"
Kia Rio Hatchback  1.4 Base 2014,Kia ,Rio ,2014,Automatic,"169,000",26000," Mar 08, 2021"
Hyundai H1  12-Seater Passenger Van 2016,Hyundai ,,2016,Manual,"260,000",30000," Mar 08, 2021"
Renault Logan  Basic 2012,Renault ,Logan ,2012,Automatic,"242,000",9000," Mar 08, 2021"
Hyundai Tucson  1.6L GL 2012,Hyundai ,Tucson ,2012,Automatic,"150,000",35000," Mar 08, 2021"
Honda Odyssey 2006,Honda ,Odyssey ,2006,Automatic,"400,327",12000," Mar 08, 2021"
Toyota Corolla  1.6L XLI 2017,Toyota ,Corolla ,2017,CVT,"75,000",36000," Mar 07, 2021"
Hyundai Sonata  1.6T GL 2014,Hyundai ,Sonata ,2014,Automatic,"190,000",38000," Mar 07, 2021"
Toyota Corolla  1.6L XLI 2017,Toyota ,Corolla ,2017,CVT,"83,000",33500," Mar 07, 2021"
Lexus GS 460 2011,Lexus ,GS ,2011,Automatic,"170,000",56500," Mar 07, 2021"
Toyota Corolla  1.6L XLI 2013,Toyota ,Corolla ,2013,CVT,"181,000",23000," Mar 07, 2021"
Volkswagen Jetta  1.6 Sedan 2016,Volkswagen ,Jetta ,2016,Manual,"192,000",28000," Mar 07, 2021"
Nissan Tiida  1.6 S 2008,Nissan ,Tiida ,2008,Automatic,"264,000",8500," Mar 07, 2021"
Toyota Camry  2.5L GLE Touring (204 HP) 2011,Toyota ,Camry ,2011,Automatic,"236,000",26000," Mar 07, 2021"
Kia Carens  1.6 EX 2008,Kia ,Carens ,2008,Automatic,"189,000",17000," Mar 07, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Volvo S80  T4 2006,Volvo ,,2006,Manual,"221,000",12000," Mar 07, 2021"
Ford Edge  Ambient 2007,Ford ,Edge ,2007,Automatic,"233,000",16000," Mar 07, 2021"
Toyota Camry 2.5L GLE 178 HP 2006,Toyota ,Camry ,2006,Automatic,"550,000",17000," Mar 07, 2021"
Nissan Pathfinder 2014,Nissan ,Pathfinder ,2014,Automatic,"142,000",63000," Mar 07, 2021"
Ford Explorer  3.5L V6 Base (AWD) 2013,Ford ,Explorer ,2013,Automatic,"298,000",40000," Mar 06, 2021"
Cadillac DTS 2000,Cadillac ,DTS ,2000,Automatic,"97,000",16000," Mar 06, 2021"
Mercury Mountaineer 2008,Mercury ,Mountaineer ,2008,Automatic,"280,000",16500," Mar 06, 2021"
Cadillac ATS  2.0T Standard 2018,Cadillac ,ATS ,2018,Automatic,"450,000",45852," Mar 06, 2021"
Ford Edge 3.5L SEL 2011,Ford ,Edge ,2011,Automatic,"297,000",30000," Mar 06, 2021"
Honda Accord  2.4L EXL 2017,Honda ,Accord ,2017,CVT,,77000," Mar 05, 2021"
Renault Duster  1.6L SE (4x2) 2013,Renault ,Duster ,2013,Automatic,,14000," Mar 05, 2021"
Kia Cerato 2016,Kia ,Cerato ,2016,Automatic,"225,000",25000," Mar 04, 2021"
Toyota Yaris 2015,Toyota ,Yaris ,2015,Automatic,"120,000",25000," Mar 04, 2021"
Hyundai Accent  1.4L GL 2015,Hyundai ,Accent ,2015,Automatic,"119,998",25000," Mar 04, 2021"
Hyundai Accent  1.4L 2002,Hyundai ,Accent ,2002,Automatic,"431,000",10000," Mar 04, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Hyundai Santa Fe 2014,Hyundai ,Santa ,2014,NA,"106,000",45000," Mar 04, 2021"
Kia Picanto 2013,Kia ,Picanto ,2013,NA,"148,000",10500," Mar 04, 2021"
Mitsubishi Pajero  3.0L GL 5 Door 2015,Mitsubishi ,Pajero ,2015,Automatic,"308,000",40000," Mar 04, 2021"
Hyundai Accent  1.6L 2017,Hyundai ,Accent ,2017,Automatic,"189,000",29000," Mar 04, 2021"
Mazda CX-9  2.5L Comfort (FWD) 2015,Mazda ,,2015,Automatic,"222,000",54500," Mar 04, 2021"
Nissan Pathfinder  3.5L S 2WD 2007,Nissan ,Pathfinder ,2007,Automatic,"267,000",16000," Mar 04, 2021"
Hyundai Sonata  1.6T GL 2016,Hyundai ,Sonata ,2016,Automatic,"190,000",38000," Mar 04, 2021"
Toyota Rav4  2.5L (2WD) VX 2007,Toyota ,,2007,Automatic,"210,000",23000," Mar 04, 2021"
MG 3  1.3L 2015,MG ,,2015,Automatic,"61,000",37000," Mar 04, 2021"
Hyundai Elantra  1.6L 2014,Hyundai ,Elantra ,2014,Automatic,"173,000",17000," Mar 04, 2021"
Kia Cerato  1.6L Base 2014,Kia ,Cerato ,2014,Automatic,"134,000",21000," Mar 04, 2021"
Geely Emgrand 7 HB  Base 2012,Geely ,Emgrand ,2012,Automatic,"160,000",10000," Mar 04, 2021"
Chevrolet Traverse  2LT 2014,Chevrolet ,Traverse ,2014,Automatic,"274,000",38000," Mar 04, 2021"
Chevrolet Lumina  SS 2008,Chevrolet ,Lumina ,2008,Automatic,"300,000",14000," Mar 04, 2021"
Toyota Hilux  2.0 Double Cab 4x2 M/T 2017,Toyota ,Hilux ,2017,Manual,"150,000",63000," Mar 04, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Renault Duster   PE 2016,Renault ,Duster ,2016,Manual,"136,000",26000," Mar 04, 2021"
Volkswagen Polo  Sedan S 2005,Volkswagen ,Polo ,2005,Automatic,"216,000",8900," Mar 04, 2021"
Land Rover Range Rover Sport  5.0L SC V8 Autobiography Dynamic (510 PS) 2007,Land ,Rover ,2007,Automatic,"142,000",39000," Mar 04, 2021"
Toyota Camry  2.5L GLX 2016,Toyota ,Camry ,2016,Automatic,"160,000",62000," Mar 04, 2021"
Hyundai Tucson  1.6L GL 2014,Hyundai ,Tucson ,2014,Automatic,"276,000",35000," Mar 04, 2021"
Ford Crown Victoria  4.6L 2004,Ford ,Crown ,2004,Automatic,,16000," Mar 04, 2021"
Haval H6 2021,Haval ,,2021,CVT,"3,700",71000," Mar 04, 2021"
Haval H6 2021,Haval ,,2021,CVT,"3,700",71000," Mar 03, 2021"
Nissan Maxima  3.5 SV 2010,Nissan ,Maxima ,2010,Automatic,"271,887",15000," Mar 03, 2021"
GMC Savana  3500 Cargo Van 2009,GMC ,Savana ,2009,Automatic,"83,746",50000," Mar 03, 2021"
Kia Sportage  2.0L Top 2014,Kia ,Sportage ,2014,Automatic,"110,000",30000," Mar 03, 2021"
Toyota Camry  2.5L GLX 2014,Toyota ,Camry ,2014,Automatic,"80,300",43000," Mar 03, 2021"
Toyota Yaris  1.3L SE 2016,Toyota ,Yaris ,2016,Automatic,"139,000",26000," Mar 03, 2021"
Toyota Rav4  2.5L (2WD) VX 2007,Toyota ,,2007,Automatic,"210,000",23000," Mar 03, 2021"
GMC Acadia  3.6L All Wheel Drive 2008,GMC ,Acadia ,2008,Automatic,"422,000",20000," Mar 03, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Kia Carnival  3.3 EX 2013,Kia ,Carnival ,2013,Automatic,"210,000",25000," Mar 03, 2021"
Audi A8 L  3.0L (290 HP) 2009,Audi ,,2009,CVT,"175,000",30000," Mar 03, 2021"
Toyota Camry  2.5L GLX 2011,Toyota ,Camry ,2011,Automatic,"245,000",25000," Mar 03, 2021"
Mazda CX-9  2.5L Comfort (FWD) 2008,Mazda ,,2008,Automatic,"184,000",25000," Mar 03, 2021"
GMC Acadia  3.6L All Wheel Drive 2012,GMC ,Acadia ,2012,Automatic,"112,500",35500," Mar 03, 2021"
BMW 7 Series  730i 2003,BMW ,,2003,Automatic,"200,000",20000," Mar 03, 2021"
Lexus LX 570 2020,Lexus ,LX ,2020,Automatic,"12,310",195000," Mar 03, 2021"
Toyota Fortuner  2.7L (4X2) 2017,Toyota ,Fortuner ,2017,Automatic,"139,000",62000," Mar 03, 2021"
Chevrolet Camaro Coupe  LT 2010,Chevrolet ,Camaro ,2010,Automatic,"226,000",35000," Mar 03, 2021"
Dodge Durango   Express 3.6L 2013,Dodge ,Durango ,2013,Automatic,"21,000",38000," Mar 03, 2021"
Toyota Camry  2.5L GLX 1999,Toyota ,Camry ,1999,Automatic,"500,000",8000," Mar 03, 2021"
Kia Rio  4 Door Sedan 1.4L 2015,Kia ,Rio ,2015,Automatic,"190,000",19500," Mar 03, 2021"
Hyundai Accent  1.4L 2020,Hyundai ,Accent ,2020,Automatic,"47,000",35500," Mar 03, 2021"
Renault Duster   PE 2013,Renault ,Duster ,2013,Manual,"115,000",18500," Mar 03, 2021"
Toyota Hilux 2013,Toyota ,Hilux ,2013,NA,"460,000",35000," Mar 03, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Jeep Cherokee  2.4L Sport 2010,Jeep ,Cherokee ,2010,Automatic,"222,000",24000," Mar 03, 2021"
GMC Yukon  5.3L AWD 2007,GMC ,Yukon ,2007,Automatic,"383,000",35000," Mar 03, 2021"
Toyota Fortuner  2.7L 2011,Toyota ,Fortuner ,2011,Automatic,"122,500",47000," Mar 03, 2021"
Kia Rio  4 Door Sedan 1.4L 2013,Kia ,Rio ,2013,Automatic,"77,000",23000," Mar 03, 2021"
Toyota Corolla  1.6L XLI 2016,Toyota ,Corolla ,2016,CVT,"98,000",27000," Mar 03, 2021"
Kia Cerato Koup  1.6L Turbo 2016,Kia ,Cerato ,2016,Automatic,"55,000",40000," Mar 03, 2021"
Ford Ranger  2.2L Double Cab (Base) Hi-Rider 4X4 M/T 2011,Ford ,Ranger ,2011,Manual,"168,000",28500," Mar 03, 2021"
Renault Fluence  1.6L PE 2015,Renault ,Fluence ,2015,Automatic,"123,000",13000," Mar 03, 2021"
Ford Explorer  3.5LV6 XLT 2010,Ford ,Explorer ,2010,Automatic,"207,000",18000," Mar 02, 2021"
Haval H6 2021,Haval ,,2021,CVT,"3,600",71000," Mar 02, 2021"
Chevrolet Traverse  3.6L LT (AWD) 2012,Chevrolet ,Traverse ,2012,Automatic,"330,000",27500," Mar 02, 2021"
Haval H6 2021,Haval ,,2021,CVT,"3,600",71000," Mar 02, 2021"
Porsche Macan  S 2015,Porsche ,Macan ,2015,Automatic,"102,000",130000," Mar 02, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"112,000",52500," Mar 02, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"51,553",20999," Mar 02, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Focus 2012,Ford ,Focus ,2012,Automatic,"125,041",16999," Mar 02, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"61,105",20999," Mar 02, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"33,643",20999," Mar 02, 2021"
Ford Taurus 2015,Ford ,Taurus ,2015,Automatic,"80,040",58999," Mar 02, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,"5,318",95000," Mar 02, 2021"
Ford Taurus 2013,Ford ,Taurus ,2013,Automatic,"167,219",39000," Mar 02, 2021"
Ford Taurus 2014,Ford ,Taurus ,2014,Automatic,"99,421",48000," Mar 02, 2021"
Ford Taurus 2016,Ford ,Taurus ,2016,Automatic,"55,012",70000," Mar 02, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"23,172",20999," Mar 02, 2021"
Ford Fusion 2017,Ford ,Fusion ,2017,Automatic,"36,900",64999," Mar 02, 2021"
Ford Escape 2015,Ford ,Escape ,2015,Automatic,"66,323",44999," Mar 02, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"31,038",20999," Mar 02, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"20,190",20999," Mar 02, 2021"
Ford Taurus 2013,Ford ,Taurus ,2013,Automatic,"191,302",33999," Mar 02, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"26,993",20999," Mar 02, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"20,221",20999," Mar 02, 2021"
Ford Explorer 2012,Ford ,Explorer ,2012,Automatic,"136,586",44999," Mar 02, 2021"
Ford Explorer 2014,Ford ,Explorer ,2014,Automatic,"53,035",62999," Mar 02, 2021"
Lincoln MKS 2015,Lincoln ,MKS ,2015,Automatic,"22,456",79999," Mar 02, 2021"
Lincoln Continental 2017,Lincoln ,Continental ,2017,Automatic,,235999," Mar 02, 2021"
Ford Taurus 2013,Ford ,Taurus ,2013,Automatic,"147,600",39999," Mar 02, 2021"
Ford Edge 2013,Ford ,Edge ,2013,Automatic,"145,150",55999," Mar 02, 2021"
Ford Expedition 2013,Ford ,Expedition ,2013,Automatic,"105,100",53999," Mar 02, 2021"
Ford Explorer 2013,Ford ,Explorer ,2013,Automatic,"89,000",54999," Mar 02, 2021"
Ford Edge 2013,Ford ,Edge ,2013,Automatic,"157,000",43999," Mar 02, 2021"
Ford Focus 2014,Ford ,Focus ,2014,Automatic,"93,700",24999," Mar 02, 2021"
Ford EcoSport 2014,Ford ,EcoSport ,2014,Automatic,"186,000",23000," Mar 02, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,,124999," Mar 02, 2021"
Ford Ranger 2016,Ford ,Ranger ,2016,Manual,"43,961",54999," Mar 02, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,,139999," Mar 02, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Explorer 2016,Ford ,Explorer ,2016,Automatic,"18,900",129999," Mar 02, 2021"
Ford Explorer 2013,Ford ,Explorer ,2013,Automatic,"132,368",54999," Mar 02, 2021"
Toyota Corolla 2016,Toyota ,Corolla ,2016,Automatic,"43,814",49999," Mar 02, 2021"
Toyota Corolla 2016,Toyota ,Corolla ,2016,Automatic,"18,652",50000," Mar 02, 2021"
Ford Explorer 2017,Ford ,Explorer ,2017,Automatic,,135999," Mar 02, 2021"
Ford Explorer 2015,Ford ,Explorer ,2015,Automatic,"68,114",63999," Mar 02, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,"1,606",110000," Mar 02, 2021"
Ford Fusion 2014,Ford ,Fusion ,2014,Automatic,"95,395",33000," Mar 02, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,,109999," Mar 02, 2021"
Ford Edge 2012,Ford ,Edge ,2012,Automatic,"71,188",50400," Mar 02, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"3,960",150150," Mar 02, 2021"
Toyota Camry 2015,Toyota ,Camry ,2015,Automatic,"39,706",52500," Mar 02, 2021"
Toyota Camry 2015,Toyota ,Camry ,2015,Automatic,"42,249",52500," Mar 02, 2021"
Toyota Camry 2015,Toyota ,Camry ,2015,Automatic,"90,109",49999," Mar 02, 2021"
Toyota Camry 2015,Toyota ,Camry ,2015,Automatic,"49,210",51999," Mar 02, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Expedition 2014,Ford ,Expedition ,2014,Automatic,"92,618",59999," Mar 02, 2021"
Ford Edge 2013,Ford ,Edge ,2013,Automatic,"18,815",51729," Mar 02, 2021"
Ford Expedition 2016,Ford ,Expedition ,2016,Automatic,"68,281",90999," Mar 02, 2021"
Ford Taurus 2015,Ford ,Taurus ,2015,Automatic,"35,000",94500," Mar 02, 2021"
Lincoln Continental 2017,Lincoln ,Continental ,2017,Automatic,"10,300",259999," Mar 02, 2021"
Lincoln Continental 2017,Lincoln ,Continental ,2017,Automatic,,284999," Mar 02, 2021"
Ford Fusion 2016,Ford ,Fusion ,2016,Automatic,"17,110",48999," Mar 02, 2021"
Ford Fusion 2016,Ford ,Fusion ,2016,Automatic,"14,505",44999," Mar 02, 2021"
Ford Focus 2013,Ford ,Focus ,2013,Automatic,"48,854",20000," Mar 02, 2021"
Ford Focus 2016,Ford ,Focus ,2016,Automatic,"27,202",44999," Mar 02, 2021"
Ford Expedition 2016,Ford ,Expedition ,2016,Automatic,"6,214",102999," Mar 02, 2021"
Toyota Camry 2015,Toyota ,Camry ,2015,Automatic,"50,287",51450," Mar 02, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,134999," Mar 02, 2021"
Ford Expedition 2016,Ford ,Expedition ,2016,Automatic,"13,333",94999," Mar 02, 2021"
Lincoln Navigator 2012,Lincoln ,Navigator ,2012,Automatic,"102,500",84000," Mar 02, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Taurus 2016,Ford ,Taurus ,2016,Automatic,"26,900",73000," Mar 02, 2021"
Ford Flex 2016,Ford ,Flex ,2016,Automatic,"2,700",93450," Mar 02, 2021"
Ford Ranger 2011,Ford ,Ranger ,2011,Manual,"8,184",24999," Mar 02, 2021"
Ford Expedition 2013,Ford ,Expedition ,2013,Automatic,"155,766",54999," Mar 02, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,109999," Mar 02, 2021"
Ford Mustang 2017,Ford ,Mustang ,2017,Automatic,"7,796",156000," Mar 02, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"1,218",142999," Mar 02, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"1,130",100500," Mar 02, 2021"
Ford Ranger 2011,Ford ,Ranger ,2011,Manual,"90,033",22999," Mar 02, 2021"
Ford Expedition 2015,Ford ,Expedition ,2015,Automatic,"92,823",73499," Mar 02, 2021"
Ford Expedition 2013,Ford ,Expedition ,2013,Automatic,"92,409",54999," Mar 02, 2021"
Lincoln MKX 2016,Lincoln ,MKX ,2016,Automatic,"35,667",167999," Mar 02, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"2,129",155999," Mar 02, 2021"
Ford Mustang 2017,Ford ,Mustang ,2017,Automatic,"15,878",189000," Mar 02, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"1,682",134999," Mar 02, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"2,774",134999," Mar 02, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,134999," Mar 02, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,129999," Mar 02, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,"22,114",99999," Mar 02, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"4,422",134999," Mar 02, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,111300," Mar 02, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,"7,000",142800," Mar 02, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"16,834",149999," Mar 02, 2021"
Ford Explorer 2013,Ford ,Explorer ,2013,Automatic,"165,500",52499," Mar 02, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"118,300",52500," Mar 02, 2021"
Ford Focus 2017,Ford ,Focus ,2017,Automatic,"1,739",42000," Mar 02, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"1,243",165999," Mar 02, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,124999," Mar 02, 2021"
Ford Fusion 2015,Ford ,Fusion ,2015,Automatic,"22,603",45000," Mar 02, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"82,604",52498," Mar 02, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Edge 2012,Ford ,Edge ,2012,Automatic,"71,188",57750," Mar 02, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,,126000," Mar 02, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"4,483",120750," Mar 02, 2021"
Ford Edge 2014,Ford ,Edge ,2014,Automatic,"56,723",59999," Mar 02, 2021"
Ford Expedition 2014,Ford ,Expedition ,2014,Automatic,"83,800",78750," Mar 02, 2021"
Ford Ranger 2016,Ford ,Ranger ,2016,Manual,"35,511",60900," Mar 02, 2021"
Ford Focus 2016,Ford ,Focus ,2016,Automatic,"2,218",37800," Mar 02, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"116,963",52498," Mar 02, 2021"
Ford Taurus 2015,Ford ,Taurus ,2015,Automatic,"29,900",56000," Mar 02, 2021"
Lincoln MKT 2013,Lincoln ,MKT ,2013,Automatic,"72,339",72449," Mar 02, 2021"
Ford Taurus 2016,Ford ,Taurus ,2016,Automatic,"15,276",64999," Mar 02, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"90,660",52498," Mar 02, 2021"
Ford Fusion 2015,Ford ,Fusion ,2015,Automatic,"115,250",45000," Mar 02, 2021"
Lincoln MKT 2015,Lincoln ,MKT ,2015,Automatic,"68,317",99999," Mar 02, 2021"
Ford Edge 2013,Ford ,Edge ,2013,Automatic,"132,239",41999," Mar 02, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Lincoln MKS 2014,Lincoln ,MKS ,2014,Automatic,"21,667",93450," Mar 02, 2021"
Ford Fusion 2015,Ford ,Fusion ,2015,Automatic,"10,666",52500," Mar 02, 2021"
Ford Focus 2016,Ford ,Focus ,2016,Automatic,"28,000",37800," Mar 02, 2021"
Infiniti FX 35  4 Door 3.5L 2008,Infiniti ,FX ,2008,Automatic,"37,000",11500," Mar 02, 2021"
Hyundai Sonata  2.0L 2018,Hyundai ,Sonata ,2018,Automatic,"51,000",40000," Mar 02, 2021"
Kia Sportage  1.6L LX (FWD) 2015,Kia ,Sportage ,2015,Automatic,"121,000",36500," Mar 02, 2021"
Chevrolet Spark  1.0L LS 2018,Chevrolet ,Spark ,2018,Automatic,"27,000",21000," Mar 02, 2021"
Chevrolet Trailblazer  LT 2WD 2005,Chevrolet ,Trailblazer ,2005,Automatic,"318,000",12000," Mar 02, 2021"
BMW X5  5.0 V8 2003,BMW ,,2003,Automatic,"276,000",12500," Mar 02, 2021"
Mercedes-Benz S-Class  S 300 1995,,,1995,Automatic,"235,000",11000," Mar 02, 2021"
Mazda CX-9  2.5L Comfort (FWD) 2016,Mazda ,,2016,Automatic,"140,000",53000," Mar 02, 2021"
Toyota Corolla  1.6L XLI 2013,Toyota ,Corolla ,2013,CVT,"240,000",21000," Mar 02, 2021"
Volkswagen Touareg  2.0T TL (250 HP) 2009,Volkswagen ,Touareg ,2009,Automatic,"292,000",18000," Mar 02, 2021"
Honda Odyssey  3.5 EX 2014,Honda ,Odyssey ,2014,Automatic,"217,000",41000," Mar 02, 2021"
Honda Civic  1.6L DX 2017,Honda ,Civic ,2017,Automatic,"100,000",40000," Mar 02, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Toyota Hilux  2.0 Double Cab 4x2 M/T 2014,Toyota ,Hilux ,2014,Manual,"278,000",70000," Mar 02, 2021"
Toyota Camry  2.5L GLX 1997,Toyota ,Camry ,1997,Automatic,"250,000",15000," Mar 02, 2021"
Mercedes-Benz E-Class  E 250 CGI 1996,,,1996,Automatic,"85,000",9500," Mar 02, 2021"
Ford Edge  Ambient 2009,Ford ,Edge ,2009,Automatic,"303,000",24000," Mar 02, 2021"
Bentley Mulsanne 2012,Bentley ,Mulsanne ,2012,Automatic,"1,797",800000," Mar 02, 2021"
GMC Acadia  3.6L Front Wheel Drive 2010,GMC ,Acadia ,2010,Automatic,"297,000",25999," Mar 01, 2021"
GMC Terrain SLE1 FWD 2015,GMC ,Terrain ,2015,Automatic,"97,000",37000," Mar 01, 2021"
Lexus ES  350 Full Option 2017,Lexus ,ES ,2017,Automatic,"86,000",95000," Mar 01, 2021"
Isuzu D-MAX 2015,Isuzu ,,2015,Automatic,"205,000",52000," Mar 01, 2021"
Hyundai i20  1.4 GL 2015,Hyundai ,,2015,Automatic,"31,000",25000," Mar 01, 2021"
Toyota Fortuner  2.7L 2015,Toyota ,Fortuner ,2015,Automatic,"74,000",72000," Mar 01, 2021"
Hyundai Elantra  1.6L 2013,Hyundai ,Elantra ,2013,Automatic,"227,000",20000," Mar 01, 2021"
Hyundai Veloster 2014,Hyundai ,Veloster ,2014,NA,"189,000",31000," Mar 01, 2021"
Ford Expedition 2013,Ford ,Expedition ,2013,NA,"438,000",36000," Mar 01, 2021"
